State,District,Year,Loan Category,Loans Sanctioned,Amt Sanctioned Lakh,Loans Disbursed,Amt Disbursed Lakh,Npa Count,Npa Amount Lakh
Jharkhand,Ranchi,2019-20,Medium Services,40,3314.4,37,2901.2,3,166.6
Jharkhand,Ranchi,2020-21,Micro Manufacturing,7,48.8,6,38.2,1,6.1
Jharkhand,Ranchi,2020-21,Micro Services,18,103.8,13,71.8,2,9.5
Jharkhand,Ranchi,2020-21,Micro Trade,29,122.6,24,99.4,3,15.6
Jharkhand,Ranchi,2020-21,Small Manufacturing,10,278.3,7,199.6,1,25.1
Jharkhand,Ranchi,2020-21,Small Services,10,212.9,7,153.5,1,24.5
Jharkhand,Ranchi,2020-21,Medium Manufacturing,12,1078.8,9,819.1,1,112.3
Jharkhand,Ranchi,2020-21,Medium Services,15,1173.9,11,848.1,1,70.6
Jharkhand,Ranchi,2021-22,Micro Manufacturing,11,55.6,10,51.9,1,5.9
Jharkhand,Ranchi,2021-22,Micro Services,8,37.8,8,39.8,1,4.1
Jharkhand,Ranchi,2021-22,Micro Trade,7,29.2,6,28.1,0,0.0
Jharkhand,Ranchi,2021-22,Small Manufacturing,15,352.4,13,316.3,1,25.6
Jharkhand,Ranchi,2021-22,Small Services,39,831.5,35,750.7,3,74.5
Jharkhand,Ranchi,2021-22,Medium Manufacturing,27,3096.2,23,2741.4,2,260.0
Jharkhand,Ranchi,2021-22,Medium Services,15,1736.3,14,1729.1,1,106.0
Jharkhand,Ranchi,2022-23,Micro Manufacturing,35,139.7,35,146.9,2,10.6
Jharkhand,Ranchi,2022-23,Micro Services,24,114.7,20,102.1,2,10.7
Jharkhand,Ranchi,2022-23,Micro Trade,13,62.7,12,64.6,1,4.8
Jharkhand,Ranchi,2022-23,Small Manufacturing,14,395.6,13,409.5,1,40.9
Jharkhand,Ranchi,2022-23,Small Services,26,634.2,23,559.8,1,30.1
Jharkhand,Ranchi,2022-23,Medium Manufacturing,70,7876.2,61,8389.3,5,929.3
Jharkhand,Ranchi,2022-23,Medium Services,30,2315.0,27,2068.0,2,123.1
Jharkhand,Ranchi,2023-24,Micro Manufacturing,26,131.1,22,105.0,2,9.1
Jharkhand,Ranchi,2023-24,Micro Services,24,157.1,21,127.8,2,11.5
Jharkhand,Ranchi,2023-24,Micro Trade,8,35.7,7,30.8,1,4.2
Jharkhand,Ranchi,2023-24,Small Manufacturing,23,587.7,21,529.3,2,39.7
Jharkhand,Ranchi,2023-24,Small Services,20,466.1,17,378.4,1,18.8
Jharkhand,Ranchi,2023-24,Medium Manufacturing,45,4895.0,40,4417.7,3,327.9
Jharkhand,Ranchi,2023-24,Medium Services,23,1998.4,19,1733.3,1,109.2
Jharkhand,Ranchi,2024-25,Micro Manufacturing,17,120.0,15,106.3,1,7.2
Jharkhand,Ranchi,2024-25,Micro Services,20,87.8,18,79.2,2,9.6
Jharkhand,Ranchi,2024-25,Micro Trade,30,181.6,26,153.7,1,6.3
Jharkhand,Ranchi,2024-25,Small Manufacturing,17,467.2,15,396.7,1,22.6
Jharkhand,Ranchi,2024-25,Small Services,31,632.0,27,561.2,2,28.9
Jharkhand,Ranchi,2024-25,Medium Manufacturing,22,2064.4,21,1906.3,1,90.1
Jharkhand,Ranchi,2024-25,Medium Services,34,2733.0,31,2492.7,2,173.4
Jharkhand,Sahibganj,2015-16,Micro Manufacturing,62,323.4,58,307.7,0,0.0
Jharkhand,Sahibganj,2015-16,Micro Services,15,84.7,14,85.3,0,0.0
Jharkhand,Sahibganj,2015-16,Micro Trade,40,227.3,36,201.9,0,0.0
Jharkhand,Sahibganj,2015-16,Small Manufacturing,24,653.9,23,646.6,0,0.0
Jharkhand,Sahibganj,2015-16,Small Services,30,661.5,29,647.4,0,0.0
Jharkhand,Sahibganj,2015-16,Medium Manufacturing,19,2045.9,17,1774.9,0,0.0
Jharkhand,Sahibganj,2015-16,Medium Services,27,3122.7,24,2642.7,0,0.0
Jharkhand,Sahibganj,2016-17,Micro Manufacturing,19,100.6,17,88.1,0,0.0
Jharkhand,Sahibganj,2016-17,Micro Services,26,146.2,22,122.4,0,0.0
Jharkhand,Sahibganj,2016-17,Micro Trade,43,158.6,43,169.9,0,0.0
Jharkhand,Sahibganj,2016-17,Small Manufacturing,31,749.5,26,587.5,0,0.0
Jharkhand,Sahibganj,2016-17,Small Services,22,569.6,20,501.7,0,0.0
Jharkhand,Sahibganj,2016-17,Medium Manufacturing,67,7498.4,65,7346.6,0,0.0
Jharkhand,Sahibganj,2016-17,Medium Services,25,1801.2,23,1820.3,0,0.0
Jharkhand,Sahibganj,2017-18,Micro Manufacturing,44,224.9,37,184.4,0,0.0
Jharkhand,Sahibganj,2017-18,Micro Services,45,211.4,44,201.8,0,0.0
Jharkhand,Sahibganj,2017-18,Micro Trade,30,136.4,28,127.2,0,0.0
Jharkhand,Sahibganj,2017-18,Small Manufacturing,30,1090.6,25,901.5,0,0.0
Jharkhand,Sahibganj,2017-18,Small Services,31,841.6,29,758.3,0,0.0
Jharkhand,Sahibganj,2017-18,Medium Manufacturing,12,1431.5,10,1214.7,0,0.0
Jharkhand,Sahibganj,2017-18,Medium Services,14,1389.4,12,1218.6,0,0.0
Jharkhand,Sahibganj,2018-19,Micro Manufacturing,22,115.4,17,89.5,0,0.0
Jharkhand,Sahibganj,2018-19,Micro Services,38,146.5,31,115.7,0,0.0
Jharkhand,Sahibganj,2018-19,Micro Trade,21,115.1,20,110.7,0,0.0
Jharkhand,Sahibganj,2018-19,Small Manufacturing,46,1880.2,43,1740.3,0,0.0
Jharkhand,Sahibganj,2018-19,Small Services,45,1090.8,38,947.9,0,0.0
Jharkhand,Sahibganj,2018-19,Medium Manufacturing,43,5478.3,38,4973.1,0,0.0
Jharkhand,Sahibganj,2018-19,Medium Services,33,2608.8,30,2445.2,0,0.0
Jharkhand,Sahibganj,2019-20,Micro Manufacturing,44,238.5,40,211.2,0,0.0
Jharkhand,Sahibganj,2019-20,Micro Services,65,393.2,61,407.8,0,0.0
Jharkhand,Sahibganj,2019-20,Micro Trade,73,322.4,64,295.4,0,0.0
Jharkhand,Sahibganj,2019-20,Small Manufacturing,23,583.4,19,456.4,0,0.0
Jharkhand,Sahibganj,2019-20,Small Services,20,390.2,18,344.7,0,0.0
Jharkhand,Sahibganj,2019-20,Medium Manufacturing,25,2759.1,22,2518.0,0,0.0
Jharkhand,Sahibganj,2019-20,Medium Services,41,3950.0,37,3636.3,0,0.0
Jharkhand,Sahibganj,2020-21,Micro Manufacturing,47,244.1,36,210.6,1,8.5
Jharkhand,Sahibganj,2020-21,Micro Services,95,413.2,72,316.0,1,5.8
Jharkhand,Sahibganj,2020-21,Micro Trade,30,105.4,23,78.9,1,2.1
Jharkhand,Sahibganj,2020-21,Small Manufacturing,23,730.7,17,499.5,0,0.0
Jharkhand,Sahibganj,2020-21,Small Services,56,1316.4,42,936.2,1,32.8
Jharkhand,Sahibganj,2020-21,Medium Manufacturing,31,3763.3,20,2599.8,0,0.0
Jharkhand,Sahibganj,2020-21,Medium Services,28,2597.1,21,1910.4,0,0.0
Jharkhand,Sahibganj,2021-22,Micro Manufacturing,59,325.6,55,290.0,0,0.0
Jharkhand,Sahibganj,2021-22,Micro Services,54,216.6,53,238.3,1,4.0
Jharkhand,Sahibganj,2021-22,Micro Trade,27,109.6,23,93.8,0,0.0
Jharkhand,Sahibganj,2021-22,Small Manufacturing,19,467.6,16,410.4,0,0.0
Jharkhand,Sahibganj,2021-22,Small Services,62,1152.3,54,1040.7,0,0.0
Jharkhand,Sahibganj,2021-22,Medium Manufacturing,21,2156.6,18,1711.3,0,0.0
Jharkhand,Sahibganj,2021-22,Medium Services,53,4486.5,47,4200.1,0,0.0
Jharkhand,Sahibganj,2022-23,Micro Manufacturing,61,368.5,55,332.3,0,0.0
Jharkhand,Sahibganj,2022-23,Micro Services,47,241.6,41,214.3,0,0.0
Jharkhand,Sahibganj,2022-23,Micro Trade,41,189.7,33,149.9,0,0.0
Jharkhand,Sahibganj,2022-23,Small Manufacturing,26,723.8,23,636.4,0,0.0
Jharkhand,Sahibganj,2022-23,Small Services,63,1155.8,58,1116.1,0,0.0
Jharkhand,Sahibganj,2022-23,Medium Manufacturing,36,3362.0,29,2631.9,0,0.0
Jharkhand,Sahibganj,2022-23,Medium Services,41,3390.7,38,3081.0,0,0.0
Jharkhand,Sahibganj,2023-24,Micro Manufacturing,46,211.3,41,187.6,0,0.0
Jharkhand,Sahibganj,2023-24,Micro Services,35,215.8,31,191.7,0,0.0
Jharkhand,Sahibganj,2023-24,Micro Trade,32,158.7,29,146.5,0,0.0
Jharkhand,Sahibganj,2023-24,Small Manufacturing,23,628.5,20,561.0,0,0.0
Jharkhand,Sahibganj,2023-24,Small Services,40,1025.0,36,931.3,0,0.0
Jharkhand,Sahibganj,2023-24,Medium Manufacturing,70,9058.6,67,9671.0,0,0.0
Jharkhand,Sahibganj,2023-24,Medium Services,47,4558.5,43,4454.5,0,0.0
Jharkhand,Sahibganj,2024-25,Micro Manufacturing,24,127.8,21,114.7,0,0.0
Jharkhand,Sahibganj,2024-25,Micro Services,74,369.2,73,369.0,0,0.0
Jharkhand,Sahibganj,2024-25,Micro Trade,64,227.8,58,203.7,0,0.0
Jharkhand,Sahibganj,2024-25,Small Manufacturing,74,1966.5,65,1863.3,0,0.0
Jharkhand,Sahibganj,2024-25,Small Services,36,680.8,30,539.2,0,0.0
Jharkhand,Sahibganj,2024-25,Medium Manufacturing,29,3311.3,24,2849.4,0,0.0
Jharkhand,Sahibganj,2024-25,Medium Services,40,3388.2,36,2859.7,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Micro Manufacturing,7,41.2,6,35.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Micro Services,22,108.0,18,87.3,1,6.5
Jharkhand,Seraikela-Kharsawan,2015-16,Micro Trade,5,16.9,4,15.1,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Small Manufacturing,13,288.1,12,260.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Small Services,19,387.1,18,384.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Medium Manufacturing,5,513.5,5,478.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2015-16,Medium Services,9,694.4,9,676.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Micro Manufacturing,11,62.0,9,47.2,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Micro Services,16,64.6,14,50.5,1,4.9
Jharkhand,Seraikela-Kharsawan,2016-17,Micro Trade,15,64.6,13,55.9,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Small Manufacturing,8,222.8,7,191.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Small Services,12,257.0,12,269.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Medium Manufacturing,11,978.3,9,818.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2016-17,Medium Services,10,891.3,10,873.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2017-18,Micro Manufacturing,11,81.5,10,72.3,1,6.5
Jharkhand,Seraikela-Kharsawan,2017-18,Micro Services,16,63.4,15,57.5,1,3.1
Jharkhand,Seraikela-Kharsawan,2017-18,Micro Trade,16,71.2,15,65.8,1,3.8
Jharkhand,Seraikela-Kharsawan,2017-18,Small Manufacturing,6,186.1,5,155.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2017-18,Small Services,4,104.7,4,97.5,0,0.0
Jharkhand,Seraikela-Kharsawan,2017-18,Medium Manufacturing,7,934.7,6,805.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2017-18,Medium Services,8,755.6,7,643.1,0,0.0
Jharkhand,Seraikela-Kharsawan,2018-19,Micro Manufacturing,5,28.7,4,27.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2018-19,Micro Services,15,64.2,13,59.1,1,4.5
Jharkhand,Seraikela-Kharsawan,2018-19,Micro Trade,10,51.5,10,49.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2018-19,Small Manufacturing,18,559.4,16,477.6,1,26.6
Jharkhand,Seraikela-Kharsawan,2018-19,Small Services,9,162.2,9,149.2,0,0.0
Jharkhand,Seraikela-Kharsawan,2018-19,Medium Manufacturing,33,4698.5,30,4139.5,1,134.6
Jharkhand,Seraikela-Kharsawan,2018-19,Medium Services,23,3021.4,21,2866.4,1,150.2
Jharkhand,Seraikela-Kharsawan,2019-20,Micro Manufacturing,7,41.1,6,35.5,0,0.0
Jharkhand,Seraikela-Kharsawan,2019-20,Micro Services,4,19.7,4,19.1,0,0.0
Jharkhand,Seraikela-Kharsawan,2019-20,Micro Trade,9,30.7,8,27.8,0,0.0
Jharkhand,Seraikela-Kharsawan,2019-20,Small Manufacturing,18,483.3,17,470.6,1,38.0
Jharkhand,Seraikela-Kharsawan,2019-20,Small Services,7,180.9,7,184.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2019-20,Medium Manufacturing,38,3302.7,38,3084.6,1,82.5
Jharkhand,Seraikela-Kharsawan,2019-20,Medium Services,11,1373.8,10,1247.5,0,0.0
Jharkhand,Seraikela-Kharsawan,2020-21,Micro Manufacturing,11,65.3,9,52.7,1,6.3
Jharkhand,Seraikela-Kharsawan,2020-21,Micro Services,5,19.2,4,16.1,0,0.0
Jharkhand,Seraikela-Kharsawan,2020-21,Micro Trade,8,36.7,6,26.8,1,5.1
Jharkhand,Seraikela-Kharsawan,2020-21,Small Manufacturing,6,168.0,4,125.1,0,0.0
Jharkhand,Seraikela-Kharsawan,2020-21,Small Services,7,163.3,6,125.7,1,24.2
Jharkhand,Seraikela-Kharsawan,2020-21,Medium Manufacturing,7,881.5,5,667.7,0,0.0
Jharkhand,Seraikela-Kharsawan,2020-21,Medium Services,4,380.4,3,295.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Micro Manufacturing,4,24.7,3,21.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Micro Services,6,32.1,5,27.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Micro Trade,6,25.4,5,23.2,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Small Manufacturing,8,197.6,7,172.7,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Small Services,10,244.6,9,252.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2021-22,Medium Manufacturing,35,3834.9,30,3220.4,2,225.9
Jharkhand,Seraikela-Kharsawan,2021-22,Medium Services,7,726.9,7,698.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2022-23,Micro Manufacturing,6,34.2,6,30.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2022-23,Micro Services,20,132.4,18,123.7,1,6.6
Jharkhand,Seraikela-Kharsawan,2022-23,Micro Trade,19,74.5,18,68.3,1,3.4
Jharkhand,Seraikela-Kharsawan,2022-23,Small Manufacturing,5,156.4,4,139.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2022-23,Small Services,9,156.8,8,141.3,0,0.0
Jharkhand,Seraikela-Kharsawan,2022-23,Medium Manufacturing,11,1177.3,10,984.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2022-23,Medium Services,13,1082.6,11,981.0,0,0.0
Jharkhand,Seraikela-Kharsawan,2023-24,Micro Manufacturing,9,77.8,9,73.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2023-24,Micro Services,9,45.0,8,42.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2023-24,Micro Trade,14,52.8,12,50.6,1,4.0
Jharkhand,Seraikela-Kharsawan,2023-24,Small Manufacturing,13,352.5,10,286.2,0,0.0
Jharkhand,Seraikela-Kharsawan,2023-24,Small Services,24,577.8,22,510.2,1,17.4
Jharkhand,Seraikela-Kharsawan,2023-24,Medium Manufacturing,11,1541.3,10,1446.2,0,0.0
Jharkhand,Seraikela-Kharsawan,2023-24,Medium Services,15,1364.0,14,1406.7,1,91.8
Jharkhand,Seraikela-Kharsawan,2024-25,Micro Manufacturing,11,60.9,10,48.4,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Micro Services,15,69.5,14,60.7,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Micro Trade,8,57.5,7,45.9,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Small Manufacturing,3,97.3,3,84.9,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Small Services,18,345.1,17,330.5,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Medium Manufacturing,14,1501.1,13,1476.6,0,0.0
Jharkhand,Seraikela-Kharsawan,2024-25,Medium Services,15,1301.0,13,1141.4,0,0.0
Jharkhand,Simdega,2015-16,Micro Manufacturing,16,99.5,14,86.4,1,6.6
Jharkhand,Simdega,2015-16,Micro Services,7,35.5,6,33.6,0,0.0
Jharkhand,Simdega,2015-16,Micro Trade,22,114.2,19,102.5,0,0.0
Jharkhand,Simdega,2015-16,Small Manufacturing,21,497.1,20,499.9,1,26.5
Jharkhand,Simdega,2015-16,Small Services,13,294.5,12,297.1,1,19.0
Jharkhand,Simdega,2015-16,Medium Manufacturing,13,1488.8,12,1431.3,1,104.3
Jharkhand,Simdega,2015-16,Medium Services,10,1046.7,9,849.9,0,0.0
Jharkhand,Simdega,2016-17,Micro Manufacturing,17,68.9,15,59.3,1,2.9
Jharkhand,Simdega,2016-17,Micro Services,21,105.3,19,100.1,1,5.4
Jharkhand,Simdega,2016-17,Micro Trade,37,193.6,35,191.7,2,12.3
Jharkhand,Simdega,2016-17,Small Manufacturing,16,493.0,14,448.7,1,30.0
Jharkhand,Simdega,2016-17,Small Services,14,324.8,12,267.9,0,0.0
Jharkhand,Simdega,2016-17,Medium Manufacturing,21,2512.2,19,2322.1,1,90.5
Jharkhand,Simdega,2016-17,Medium Services,14,1308.4,12,1059.5,0,0.0
Jharkhand,Simdega,2017-18,Micro Manufacturing,8,48.4,8,46.5,0,0.0
Jharkhand,Simdega,2017-18,Micro Services,18,98.0,16,80.8,1,6.0
Jharkhand,Simdega,2017-18,Micro Trade,9,35.8,8,30.8,0,0.0
Jharkhand,Simdega,2017-18,Small Manufacturing,21,545.8,17,462.8,1,37.5
Jharkhand,Simdega,2017-18,Small Services,19,422.7,17,382.8,1,20.0
Jharkhand,Simdega,2017-18,Medium Manufacturing,19,2181.2,17,1855.8,0,0.0
Jharkhand,Simdega,2017-18,Medium Services,12,1017.8,11,972.5,0,0.0
Jharkhand,Simdega,2018-19,Micro Manufacturing,17,96.3,17,96.8,1,5.7
Jharkhand,Simdega,2018-19,Micro Services,19,87.7,17,75.2,1,4.7
Jharkhand,Simdega,2018-19,Micro Trade,21,97.7,18,94.9,1,5.5
Jharkhand,Simdega,2018-19,Small Manufacturing,32,779.2,29,761.1,1,30.8
Jharkhand,Simdega,2018-19,Small Services,14,289.6,12,270.8,0,0.0
Jharkhand,Simdega,2018-19,Medium Manufacturing,31,3085.8,29,2985.0,1,77.9
Jharkhand,Simdega,2018-19,Medium Services,21,1605.9,19,1513.6,0,0.0
Jharkhand,Simdega,2019-20,Micro Manufacturing,11,67.6,9,59.0,0,0.0
Jharkhand,Simdega,2019-20,Micro Services,21,69.1,18,62.9,1,2.8
Jharkhand,Simdega,2019-20,Micro Trade,15,75.9,12,62.2,1,5.5
Jharkhand,Simdega,2019-20,Small Manufacturing,11,359.7,10,325.1,0,0.0
Jharkhand,Simdega,2019-20,Small Services,16,364.0,13,317.2,1,19.3
Jharkhand,Simdega,2019-20,Medium Manufacturing,39,3509.0,33,2905.9,1,105.2
Jharkhand,Simdega,2019-20,Medium Services,18,1381.6,17,1306.2,1,93.0
Jharkhand,Simdega,2020-21,Micro Manufacturing,11,63.6,9,52.9,1,5.8
Jharkhand,Simdega,2020-21,Micro Services,7,33.0,6,24.9,1,6.0
Jharkhand,Simdega,2020-21,Micro Trade,8,30.8,6,23.1,1,4.5
Jharkhand,Simdega,2020-21,Small Manufacturing,13,298.9,10,256.0,1,34.2
Jharkhand,Simdega,2020-21,Small Services,17,486.6,13,394.8,1,31.0
Jharkhand,Simdega,2020-21,Medium Manufacturing,15,1327.7,11,1128.8,1,101.4
Jharkhand,Simdega,2020-21,Medium Services,9,978.9,7,781.5,1,151.4
Jharkhand,Simdega,2021-22,Micro Manufacturing,21,139.0,18,113.6,1,6.9
Jharkhand,Simdega,2021-22,Micro Services,20,82.1,18,75.8,1,3.7
Jharkhand,Simdega,2021-22,Micro Trade,21,81.0,19,69.2,1,2.4
Jharkhand,Simdega,2021-22,Small Manufacturing,10,377.2,8,313.3,0,0.0
Jharkhand,Simdega,2021-22,Small Services,7,138.2,6,125.5,0,0.0
Jharkhand,Simdega,2021-22,Medium Manufacturing,6,629.5,5,571.9,0,0.0
Jharkhand,Simdega,2021-22,Medium Services,17,1425.8,15,1226.6,1,92.2
Jharkhand,Simdega,2022-23,Micro Manufacturing,15,80.1,13,70.8,1,4.2
Jharkhand,Simdega,2022-23,Micro Services,22,113.4,19,100.2,1,5.7
Jharkhand,Simdega,2022-23,Micro Trade,24,96.8,22,85.7,1,4.0
Jharkhand,Simdega,2022-23,Small Manufacturing,25,785.8,25,705.5,1,28.4
Jharkhand,Simdega,2022-23,Small Services,49,1002.9,40,769.3,2,40.9
Jharkhand,Simdega,2022-23,Medium Manufacturing,63,6200.4,58,5997.5,2,283.6
Jharkhand,Simdega,2022-23,Medium Services,16,1215.3,16,1173.3,0,0.0
Jharkhand,Simdega,2023-24,Micro Manufacturing,15,81.6,14,72.1,1,4.7
Jharkhand,Simdega,2023-24,Micro Services,20,123.0,19,121.6,1,8.4
Jharkhand,Simdega,2023-24,Micro Trade,18,68.0,16,60.9,1,3.9
Jharkhand,Simdega,2023-24,Small Manufacturing,13,405.6,11,331.3,0,0.0
Jharkhand,Simdega,2023-24,Small Services,14,266.2,13,231.7,1,16.9
Jharkhand,Simdega,2023-24,Medium Manufacturing,17,2216.6,14,1848.1,0,0.0
Jharkhand,Simdega,2023-24,Medium Services,18,1541.5,16,1375.4,1,52.3
Jharkhand,Simdega,2024-25,Micro Manufacturing,16,107.0,15,101.1,1,7.3
Jharkhand,Simdega,2024-25,Micro Services,18,83.6,16,75.4,0,0.0
Jharkhand,Simdega,2024-25,Micro Trade,24,109.3,21,102.8,1,4.6
Jharkhand,Simdega,2024-25,Small Manufacturing,32,692.5,27,621.8,1,17.0
Jharkhand,Simdega,2024-25,Small Services,85,1790.2,73,1416.7,4,62.8
Jharkhand,Simdega,2024-25,Medium Manufacturing,19,2155.2,15,1770.5,0,0.0
Jharkhand,Simdega,2024-25,Medium Services,27,2832.0,24,2679.1,1,107.7
Jharkhand,West Singhbhum,2015-16,Micro Manufacturing,30,211.1,25,169.2,0,0.0
Jharkhand,West Singhbhum,2015-16,Micro Services,32,167.1,28,137.1,0,0.0
Jharkhand,West Singhbhum,2015-16,Micro Trade,33,126.0,31,114.4,0,0.0
Jharkhand,West Singhbhum,2015-16,Small Manufacturing,14,481.5,13,464.8,0,0.0
Jharkhand,West Singhbhum,2015-16,Small Services,28,568.7,27,489.8,0,0.0
Jharkhand,West Singhbhum,2015-16,Medium Manufacturing,66,7532.3,61,7257.3,0,0.0
Jharkhand,West Singhbhum,2015-16,Medium Services,25,2546.4,24,2366.0,0,0.0
Jharkhand,West Singhbhum,2016-17,Micro Manufacturing,19,128.4,16,118.8,0,0.0
Jharkhand,West Singhbhum,2016-17,Micro Services,41,183.9,38,175.4,0,0.0
Jharkhand,West Singhbhum,2016-17,Micro Trade,62,230.9,49,183.2,0,0.0
Jharkhand,West Singhbhum,2016-17,Small Manufacturing,29,764.4,26,652.1,0,0.0
Jharkhand,West Singhbhum,2016-17,Small Services,52,983.1,43,801.0,0,0.0
Jharkhand,West Singhbhum,2016-17,Medium Manufacturing,29,3297.6,27,3123.0,0,0.0
Jharkhand,West Singhbhum,2016-17,Medium Services,36,3097.6,36,2970.0,0,0.0
Jharkhand,West Singhbhum,2017-18,Micro Manufacturing,36,192.1,30,159.0,0,0.0
Jharkhand,West Singhbhum,2017-18,Micro Services,132,797.8,119,698.2,0,0.0
Jharkhand,West Singhbhum,2017-18,Micro Trade,72,387.1,62,311.4,0,0.0
Jharkhand,West Singhbhum,2017-18,Small Manufacturing,37,1092.0,33,971.6,0,0.0
Jharkhand,West Singhbhum,2017-18,Small Services,23,595.9,20,455.5,0,0.0
Jharkhand,West Singhbhum,2017-18,Medium Manufacturing,69,7658.6,62,6868.3,0,0.0
Jharkhand,West Singhbhum,2017-18,Medium Services,67,5467.1,60,4781.3,0,0.0
Jharkhand,West Singhbhum,2018-19,Micro Manufacturing,42,241.6,38,197.8,0,0.0
Jharkhand,West Singhbhum,2018-19,Micro Services,92,376.2,77,316.5,0,0.0
Jharkhand,West Singhbhum,2018-19,Micro Trade,19,86.7,16,79.1,0,0.0
Jharkhand,West Singhbhum,2018-19,Small Manufacturing,29,811.3,25,708.6,0,0.0
Jharkhand,West Singhbhum,2018-19,Small Services,66,1730.8,63,1554.8,0,0.0
Jharkhand,West Singhbhum,2018-19,Medium Manufacturing,68,6819.3,62,6586.4,0,0.0
Jharkhand,West Singhbhum,2018-19,Medium Services,41,4356.4,35,3821.9,0,0.0
Jharkhand,West Singhbhum,2019-20,Micro Manufacturing,57,288.6,51,235.7,0,0.0
Jharkhand,West Singhbhum,2019-20,Micro Services,81,361.4,80,329.3,0,0.0
Jharkhand,West Singhbhum,2019-20,Micro Trade,66,310.1,59,301.7,0,0.0
Jharkhand,West Singhbhum,2019-20,Small Manufacturing,53,1430.7,45,1244.9,0,0.0
Jharkhand,West Singhbhum,2019-20,Small Services,75,1914.1,71,1716.2,0,0.0
Jharkhand,West Singhbhum,2019-20,Medium Manufacturing,88,9829.2,79,8785.7,0,0.0
Jharkhand,West Singhbhum,2019-20,Medium Services,52,5828.1,48,5280.8,0,0.0
Jharkhand,West Singhbhum,2020-21,Micro Manufacturing,28,159.7,20,118.4,0,0.0
Jharkhand,West Singhbhum,2020-21,Micro Services,52,235.0,39,174.2,0,0.0
Jharkhand,West Singhbhum,2020-21,Micro Trade,65,291.0,51,247.3,0,0.0
Jharkhand,West Singhbhum,2020-21,Small Manufacturing,36,1343.3,27,909.1,0,0.0
Jharkhand,West Singhbhum,2020-21,Small Services,50,1301.1,36,1013.2,0,0.0
Jharkhand,West Singhbhum,2020-21,Medium Manufacturing,64,6625.6,54,5939.8,0,0.0
Jharkhand,West Singhbhum,2020-21,Medium Services,147,15326.5,100,9654.0,0,0.0
Jharkhand,West Singhbhum,2021-22,Micro Manufacturing,37,230.3,33,212.0,0,0.0
Jharkhand,West Singhbhum,2021-22,Micro Services,61,283.6,57,262.9,0,0.0
Jharkhand,West Singhbhum,2021-22,Micro Trade,116,543.5,96,460.5,0,0.0
Jharkhand,West Singhbhum,2021-22,Small Manufacturing,45,1368.9,42,1328.8,0,0.0
Jharkhand,West Singhbhum,2021-22,Small Services,34,848.5,32,770.4,0,0.0
Jharkhand,West Singhbhum,2021-22,Medium Manufacturing,84,9211.3,83,8757.8,0,0.0
Jharkhand,West Singhbhum,2021-22,Medium Services,86,8799.0,83,8973.7,0,0.0
Jharkhand,West Singhbhum,2022-23,Micro Manufacturing,76,466.7,73,430.6,0,0.0
Jharkhand,West Singhbhum,2022-23,Micro Services,86,550.9,74,436.5,0,0.0
Jharkhand,West Singhbhum,2022-23,Micro Trade,58,218.2,55,212.0,0,0.0
Jharkhand,West Singhbhum,2022-23,Small Manufacturing,41,1234.3,38,1245.6,0,0.0
Jharkhand,West Singhbhum,2022-23,Small Services,63,1346.2,56,1217.0,0,0.0
Jharkhand,West Singhbhum,2022-23,Medium Manufacturing,66,7171.5,65,7104.0,0,0.0
